gene,gene_id,chromosome,type
ACSM1,ENSG00000166743,16,protein_coding
AP1G1,ENSG00000166747,16,protein_coding
SLFN5,ENSG00000166750,17,protein_coding
CATSPER2,ENSG00000166762,15,protein_coding
SAAL1,ENSG00000166788,11,protein_coding
YPEL4,ENSG00000166793,11,protein_coding
PPIB,ENSG00000166794,15,protein_coding
LDHC,ENSG00000166796,11,protein_coding
LDHAL6A,ENSG00000166800,11,protein_coding
FAM111A,ENSG00000166801,11,protein_coding
PCLAF,ENSG00000166803,15,protein_coding
KIF7,ENSG00000166813,15,protein_coding
LDHD,ENSG00000166816,16,protein_coding
PLIN1,ENSG00000166819,15,protein_coding
PEX11A,ENSG00000166821,15,protein_coding
TMEM170A,ENSG00000166822,16,protein_coding
MESP1,ENSG00000166823,15,protein_coding
ANPEP,ENSG00000166825,15,protein_coding
SCNN1G,ENSG00000166828,16,protein_coding
RBPMS2,ENSG00000166831,15,protein_coding
NAV2,ENSG00000166833,11,protein_coding
ANKDD1A,ENSG00000166839,15,protein_coding
GLYATL1,ENSG00000166840,11,protein_coding
C18orf54,ENSG00000166845,18,protein_coding
DCTN5,ENSG00000166847,16,protein_coding
TERF2IP,ENSG00000166848,16,protein_coding
PLK1,ENSG00000166851,16,protein_coding
CLPX,ENSG00000166855,15,protein_coding
GPR182,ENSG00000166856,12,protein_coding
ZBTB39,ENSG00000166860,12,protein_coding
CACNG2,ENSG00000166862,22,protein_coding
TAC3,ENSG00000166863,12,protein_coding
MYO1A,ENSG00000166866,12,protein_coding
CHP2,ENSG00000166869,16,protein_coding
NEMP1,ENSG00000166881,12,protein_coding
OR4D6,ENSG00000166884,11,protein_coding
NAB2,ENSG00000166886,12,protein_coding
VPS39,ENSG00000166887,15,protein_coding
STAT6,ENSG00000166888,12,protein_coding
PATL1,ENSG00000166889,11,protein_coding
ATP23,ENSG00000166896,12,protein_coding
ELFN2,ENSG00000166897,22,protein_coding
STX3,ENSG00000166900,11,protein_coding
MRPL16,ENSG00000166902,11,protein_coding
PIP4K2C,ENSG00000166908,12,protein_coding
MTMR10,ENSG00000166912,15,protein_coding
YWHAB,ENSG00000166913,20,protein_coding
C15orf48,ENSG00000166920,15,protein_coding
SCG5,ENSG00000166922,15,protein_coding
GREM1,ENSG00000166923,15,protein_coding
NYAP1,ENSG00000166924,7,protein_coding
TSC22D4,ENSG00000166925,7,protein_coding
MS4A6E,ENSG00000166926,11,protein_coding
MS4A7,ENSG00000166927,11,protein_coding
MS4A14,ENSG00000166928,11,protein_coding
MS4A5,ENSG00000166930,11,protein_coding
DIS3L,ENSG00000166938,15,protein_coding
CCNDBP1,ENSG00000166946,15,protein_coding
EPB42,ENSG00000166947,15,protein_coding
TGM6,ENSG00000166948,20,protein_coding
SMAD3,ENSG00000166949,15,protein_coding
MS4A8,ENSG00000166959,11,protein_coding
CCDC178,ENSG00000166960,18,protein_coding
MS4A15,ENSG00000166961,11,protein_coding
MAP1A,ENSG00000166963,15,protein_coding
RCCD1,ENSG00000166965,15,protein_coding
AKTIP,ENSG00000166971,16,protein_coding
MAPRE2,ENSG00000166974,18,protein_coding
EVA1C,ENSG00000166979,21,protein_coding
MBD6,ENSG00000166987,12,protein_coding
CNPY4,ENSG00000166997,7,protein_coding
PDIA3,ENSG00000167004,15,protein_coding
NUDT21,ENSG00000167005,16,protein_coding
NAT16,ENSG00000167011,7,protein_coding
TERB2,ENSG00000167014,15,protein_coding
NKX3-1,ENSG00000167034,8,protein_coding
SGSM1,ENSG00000167037,22,protein_coding
DUSP18,ENSG00000167065,22,protein_coding
TEF,ENSG00000167074,22,protein_coding
MEI1,ENSG00000167077,22,protein_coding
B4GALNT2,ENSG00000167080,17,protein_coding
PBX3,ENSG00000167081,9,protein_coding
GNGT2,ENSG00000167083,17,protein_coding
SNRPD1,ENSG00000167088,18,protein_coding
TTC16,ENSG00000167094,9,protein_coding
SUN5,ENSG00000167098,20,protein_coding
SAMD14,ENSG00000167100,17,protein_coding
PIP5KL1,ENSG00000167103,9,protein_coding
BPIFB6,ENSG00000167104,20,protein_coding
TMEM92,ENSG00000167105,17,protein_coding
FAM102A,ENSG00000167106,9,protein_coding
ACSF2,ENSG00000167107,17,protein_coding
GOLGA2,ENSG00000167110,9,protein_coding
TRUB2,ENSG00000167112,9,protein_coding
COQ4,ENSG00000167113,9,protein_coding
SLC27A4,ENSG00000167114,9,protein_coding
URM1,ENSG00000167118,9,protein_coding
CERCAM,ENSG00000167123,9,protein_coding
DOLPP1,ENSG00000167130,9,protein_coding
CCDC103,ENSG00000167131,17,protein_coding
ENDOG,ENSG00000167136,9,protein_coding
TBC1D21,ENSG00000167139,15,protein_coding
PRRX2,ENSG00000167157,9,protein_coding
UGT1A6,ENSG00000167165,2,protein_coding
C15orf39,ENSG00000167173,15,protein_coding
ISLR2,ENSG00000167178,15,protein_coding
SP2,ENSG00000167182,17,protein_coding
PRR15L,ENSG00000167183,17,protein_coding
COQ7,ENSG00000167186,16,protein_coding
GPRC5B,ENSG00000167191,16,protein_coding
CRK,ENSG00000167193,17,protein_coding
C16orf92,ENSG00000167194,16,protein_coding
GOLGA6C,ENSG00000167195,15,protein_coding
FBXO22,ENSG00000167196,15,protein_coding
TBC1D2B,ENSG00000167202,15,protein_coding
NOD2,ENSG00000167207,16,protein_coding
SNX20,ENSG00000167208,16,protein_coding
LOXHD1,ENSG00000167210,18,protein_coding
KATNAL2,ENSG00000167216,18,protein_coding
HDHD2,ENSG00000167220,18,protein_coding
ZNF91,ENSG00000167232,19,protein_coding
IGF2,ENSG00000167244,11,protein_coding
RNF214,ENSG00000167257,11,protein_coding
CDK12,ENSG00000167258,17,protein_coding
DPEP2,ENSG00000167261,16,protein_coding
DUS2,ENSG00000167264,16,protein_coding
POP5,ENSG00000167272,12,protein_coding
ENGASE,ENSG00000167280,17,protein_coding
RBFOX3,ENSG00000167281,17,protein_coding
CD3D,ENSG00000167286,11,protein_coding
TBC1D16,ENSG00000167291,17,protein_coding
TEPSIN,ENSG00000167302,17,protein_coding
MYO5B,ENSG00000167306,18,protein_coding
ART5,ENSG00000167311,11,protein_coding
ACAA2,ENSG00000167315,18,protein_coding
STIM1,ENSG00000167323,11,protein_coding
RRM1,ENSG00000167325,11,protein_coding
OR51E2,ENSG00000167332,11,protein_coding
TRIM68,ENSG00000167333,11,protein_coding
MMP26,ENSG00000167346,11,protein_coding
OR51B5,ENSG00000167355,11,protein_coding
OR51I1,ENSG00000167359,11,protein_coding
OR51Q1,ENSG00000167360,11,protein_coding
FN3K,ENSG00000167363,17,protein_coding
PRRT2,ENSG00000167371,16,protein_coding
ZNF23,ENSG00000167377,16,protein_coding
IRGQ,ENSG00000167378,19,protein_coding
ZNF226,ENSG00000167380,19,protein_coding
ZNF180,ENSG00000167384,19,protein_coding
PPP2R3B,ENSG00000167393,X,protein_coding
ZNF668,ENSG00000167394,16,protein_coding
ZNF646,ENSG00000167395,16,protein_coding
VKORC1,ENSG00000167397,16,protein_coding
GNG8,ENSG00000167414,19,protein_coding
LPO,ENSG00000167419,17,protein_coding
CA4,ENSG00000167434,17,protein_coding
SMG8,ENSG00000167447,17,protein_coding
TPM4,ENSG00000167460,19,protein_coding
RAB8A,ENSG00000167461,19,protein_coding
GPX4,ENSG00000167468,19,protein_coding
MIDN,ENSG00000167470,19,protein_coding
JSRP1,ENSG00000167476,19,protein_coding
KLHL26,ENSG00000167487,19,protein_coding
GATAD2A,ENSG00000167491,19,protein_coding
MVD,ENSG00000167508,16,protein_coding
CDT1,ENSG00000167513,16,protein_coding
TRAPPC2L,ENSG00000167515,16,protein_coding
ANKRD11,ENSG00000167522,16,protein_coding
SPATA33,ENSG00000167523,16,protein_coding
PROCA1,ENSG00000167525,17,protein_coding
RPL13,ENSG00000167526,16,protein_coding
ZNF641,ENSG00000167528,12,protein_coding
LALBA,ENSG00000167531,12,protein_coding
CACNB3,ENSG00000167535,12,protein_coding
DHRS13,ENSG00000167536,17,protein_coding
TP53I13,ENSG00000167543,17,protein_coding
KMT2D,ENSG00000167548,12,protein_coding
CORO6,ENSG00000167549,17,protein_coding
RHEBL1,ENSG00000167550,12,protein_coding
TUBA1A,ENSG00000167552,12,protein_coding
TUBA1C,ENSG00000167553,12,protein_coding
ZNF610,ENSG00000167554,19,protein_coding
ZNF528,ENSG00000167555,19,protein_coding
ZNF701,ENSG00000167562,19,protein_coding
SERTAD3,ENSG00000167565,19,protein_coding
NCKAP5L,ENSG00000167566,12,protein_coding
RAB4B,ENSG00000167578,19,protein_coding
AQP2,ENSG00000167580,12,protein_coding
GPD1,ENSG00000167588,12,protein_coding
PROSER3,ENSG00000167595,19,protein_coding
CYP2S1,ENSG00000167600,19,protein_coding
AXL,ENSG00000167601,19,protein_coding
NFKBID,ENSG00000167604,19,protein_coding
TMC4,ENSG00000167608,19,protein_coding
ANKRD33,ENSG00000167612,12,protein_coding
LAIR1,ENSG00000167613,19,protein_coding
TTYH1,ENSG00000167614,19,protein_coding
LENG8,ENSG00000167615,19,protein_coding
CDC42EP5,ENSG00000167617,19,protein_coding
LAIR2,ENSG00000167618,19,protein_coding
TMEM145,ENSG00000167619,19,protein_coding
ZNF526,ENSG00000167625,19,protein_coding
TRAPPC9,ENSG00000167632,8,protein_coding
KIR3DL1,ENSG00000167633,19,protein_coding
NLRP7,ENSG00000167634,19,protein_coding
ZNF146,ENSG00000167635,19,protein_coding
ZNF283,ENSG00000167637,19,protein_coding
PPP1R14A,ENSG00000167641,19,protein_coding
SPINT2,ENSG00000167642,19,protein_coding
C19orf33,ENSG00000167644,19,protein_coding
YIF1B,ENSG00000167645,19,protein_coding
DNAAF3,ENSG00000167646,19,protein_coding
PSCA,ENSG00000167653,8,protein_coding
ATCAY,ENSG00000167654,19,protein_coding
LY6D,ENSG00000167656,8,protein_coding
DAPK3,ENSG00000167657,19,protein_coding
EEF2,ENSG00000167658,19,protein_coding
TMIGD2,ENSG00000167664,19,protein_coding
CHAF1A,ENSG00000167670,19,protein_coding
UBXN6,ENSG00000167671,19,protein_coding
PLIN4,ENSG00000167676,19,protein_coding
SEMA6B,ENSG00000167680,19,protein_coding
ZNF444,ENSG00000167685,19,protein_coding
NXN,ENSG00000167693,17,protein_coding
GLOD4,ENSG00000167699,17,protein_coding
MFSD3,ENSG00000167700,8,protein_coding
GPT,ENSG00000167701,8,protein_coding
KIFC2,ENSG00000167702,8,protein_coding
SLC43A2,ENSG00000167703,17,protein_coding
RILP,ENSG00000167705,17,protein_coding
SERPINF2,ENSG00000167711,17,protein_coding
WDR81,ENSG00000167716,17,protein_coding
SRR,ENSG00000167720,17,protein_coding
TSR1,ENSG00000167721,17,protein_coding
TRPV3,ENSG00000167723,17,protein_coding
HSD11B1L,ENSG00000167733,19,protein_coding
CYB5D2,ENSG00000167740,17,protein_coding
GGT6,ENSG00000167741,17,protein_coding
KLK1,ENSG00000167748,19,protein_coding
KLK4,ENSG00000167749,19,protein_coding
KLK2,ENSG00000167751,19,protein_coding
KLK5,ENSG00000167754,19,protein_coding
KLK6,ENSG00000167755,19,protein_coding
KLK11,ENSG00000167757,19,protein_coding
KLK13,ENSG00000167759,19,protein_coding
ZNF83,ENSG00000167766,19,protein_coding
KRT80,ENSG00000167767,12,protein_coding
KRT1,ENSG00000167768,12,protein_coding
ACER1,ENSG00000167769,19,protein_coding
OTUB1,ENSG00000167770,11,protein_coding
RCOR2,ENSG00000167771,11,protein_coding
ANGPTL4,ENSG00000167772,19,protein_coding
CD320,ENSG00000167775,19,protein_coding
SPRYD3,ENSG00000167778,12,protein_coding
IGFBP6,ENSG00000167779,12,protein_coding
SOAT2,ENSG00000167780,12,protein_coding
ZNF558,ENSG00000167785,19,protein_coding
CABP2,ENSG00000167791,11,protein_coding
NDUFV1,ENSG00000167792,11,protein_coding
CDK2AP2,ENSG00000167797,11,protein_coding
NUDT8,ENSG00000167799,11,protein_coding
TBX10,ENSG00000167800,11,protein_coding
PRDX2,ENSG00000167815,19,protein_coding
OR8J3,ENSG00000167822,11,protein_coding
OR5I1,ENSG00000167825,11,protein_coding
ZNF232,ENSG00000167840,17,protein_coding
MIS12,ENSG00000167842,17,protein_coding
CD300C,ENSG00000167850,17,protein_coding
CD300A,ENSG00000167851,17,protein_coding
TEKT1,ENSG00000167858,17,protein_coding
HID1,ENSG00000167861,17,protein_coding
MRPL58,ENSG00000167862,17,protein_coding
TMEM88,ENSG00000167874,17,protein_coding
EVPL,ENSG00000167880,17,protein_coding
SRP68,ENSG00000167881,17,protein_coding
MGAT5B,ENSG00000167889,17,protein_coding
TMC8,ENSG00000167895,17,protein_coding
TK1,ENSG00000167900,17,protein_coding
TMEM68,ENSG00000167904,8,protein_coding
CYP7A1,ENSG00000167910,8,protein_coding
GSDMA,ENSG00000167914,17,protein_coding
KRT24,ENSG00000167916,17,protein_coding
GHDC,ENSG00000167925,17,protein_coding
FAM234A,ENSG00000167930,16,protein_coding
SOST,ENSG00000167941,17,protein_coding
ZNF598,ENSG00000167962,16,protein_coding
RAB26,ENSG00000167964,16,protein_coding
MLST8,ENSG00000167965,16,protein_coding
E4F1,ENSG00000167967,16,protein_coding
DNASE1L2,ENSG00000167968,16,protein_coding
ECI1,ENSG00000167969,16,protein_coding
CASKIN1,ENSG00000167971,16,protein_coding
ABCA3,ENSG00000167972,16,protein_coding
KCTD5,ENSG00000167977,16,protein_coding
SRRM2,ENSG00000167978,16,protein_coding
ZNF597,ENSG00000167981,16,protein_coding
NLRC3,ENSG00000167984,16,protein_coding
SDHAF2,ENSG00000167985,11,protein_coding
DDB1,ENSG00000167986,11,protein_coding
VPS37C,ENSG00000167987,11,protein_coding
VWCE,ENSG00000167992,11,protein_coding
RAB3IL1,ENSG00000167994,11,protein_coding
BEST1,ENSG00000167995,11,protein_coding
FTH1,ENSG00000167996,11,protein_coding
BSCL2,ENSG00000168000,11,protein_coding
POLR2G,ENSG00000168002,11,protein_coding
SLC3A2,ENSG00000168003,11,protein_coding
ATG16L2,ENSG00000168010,11,protein_coding
C2CD3,ENSG00000168014,11,protein_coding
TRANK1,ENSG00000168016,3,protein_coding
TTC21A,ENSG00000168026,3,protein_coding
RPSA,ENSG00000168028,3,protein_coding
ENTPD3,ENSG00000168032,3,protein_coding
CTNNB1,ENSG00000168036,3,protein_coding
ULK4,ENSG00000168038,3,protein_coding
FADD,ENSG00000168040,11,protein_coding
LTBP3,ENSG00000168056,11,protein_coding
NAALADL1,ENSG00000168060,11,protein_coding
SAC3D1,ENSG00000168061,11,protein_coding
BATF2,ENSG00000168062,11,protein_coding
SLC22A11,ENSG00000168065,11,protein_coding
SF1,ENSG00000168066,11,protein_coding
MAP4K2,ENSG00000168067,11,protein_coding
MAJIN,ENSG00000168070,11,protein_coding
CCDC88B,ENSG00000168071,11,protein_coding
SCARA3,ENSG00000168077,8,protein_coding
PBK,ENSG00000168078,8,protein_coding
SCARA5,ENSG00000168079,8,protein_coding
PNOC,ENSG00000168081,8,protein_coding
COPS6,ENSG00000168090,7,protein_coding
PAFAH1B2,ENSG00000168092,11,protein_coding
ANKS3,ENSG00000168096,16,protein_coding
NUDT16L1,ENSG00000168101,16,protein_coding
KIAA1586,ENSG00000168116,6,protein_coding
RAB4A,ENSG00000168118,1,protein_coding
OR1F1,ENSG00000168124,16,protein_coding
OR2B2,ENSG00000168131,6,protein_coding
KCNJ4,ENSG00000168135,22,protein_coding
SETD5,ENSG00000168137,3,protein_coding
VASN,ENSG00000168140,16,protein_coding
FAM83B,ENSG00000168143,6,protein_coding
THAP9,ENSG00000168152,4,protein_coding
OR2C1,ENSG00000168158,16,protein_coding
RNF187,ENSG00000168159,1,protein_coding
HOOK3,ENSG00000168172,8,protein_coding
MAPK1IP1L,ENSG00000168175,14,protein_coding
DDIT4,ENSG00000168209,10,protein_coding
RBPJ,ENSG00000168214,4,protein_coding
LMBRD1,ENSG00000168216,6,protein_coding
ZCCHC4,ENSG00000168228,4,protein_coding
PTGDR,ENSG00000168229,14,protein_coding
TTC39C,ENSG00000168234,18,protein_coding
GLYCTK,ENSG00000168237,3,protein_coding
GNG4,ENSG00000168243,1,protein_coding
UBTD2,ENSG00000168246,5,protein_coding
POLR2J3,ENSG00000168255,7,protein_coding
NKIRAS2,ENSG00000168256,17,protein_coding
DNAJC7,ENSG00000168259,17,protein_coding
KCNV2,ENSG00000168263,9,protein_coding
IRF2BP2,ENSG00000168264,1,protein_coding
PTF1A,ENSG00000168267,10,protein_coding
NT5DC2,ENSG00000168268,3,protein_coding
FOXI1,ENSG00000168269,5,protein_coding
SMIM4,ENSG00000168273,3,protein_coding
COA6,ENSG00000168275,1,protein_coding
KIF5C,ENSG00000168280,2,protein_coding
MGAT2,ENSG00000168282,14,protein_coding
BMI1,ENSG00000168283,10,protein_coding
THAP11,ENSG00000168286,16,protein_coding
MMADHC,ENSG00000168288,2,protein_coding
PDHB,ENSG00000168291,3,protein_coding
PXK,ENSG00000168297,3,protein_coding
PCMTD1,ENSG00000168300,8,protein_coding
KCTD6,ENSG00000168301,3,protein_coding
MPLKIP,ENSG00000168303,7,protein_coding
ACOX2,ENSG00000168306,3,protein_coding
FAM107A,ENSG00000168309,3,protein_coding
IRF2,ENSG00000168310,4,protein_coding
MOBP,ENSG00000168314,3,protein_coding
CX3CR1,ENSG00000168329,3,protein_coding
XIRP1,ENSG00000168334,3,protein_coding
INSM2,ENSG00000168348,14,protein_coding
DEGS2,ENSG00000168350,14,protein_coding
SCN11A,ENSG00000168356,3,protein_coding
ARF4,ENSG00000168374,3,protein_coding
FILIP1L,ENSG00000168386,3,protein_coding
MFSD2A,ENSG00000168389,1,protein_coding
DTYMK,ENSG00000168393,2,protein_coding
TAP1,ENSG00000168394,6,protein_coding
ING5,ENSG00000168395,2,protein_coding
ATG4B,ENSG00000168397,2,protein_coding
BDKRB2,ENSG00000168398,14,protein_coding
MLKL,ENSG00000168404,16,protein_coding
RFWD3,ENSG00000168411,16,protein_coding
MTNR1A,ENSG00000168412,4,protein_coding
KCNG4,ENSG00000168418,16,protein_coding
RHOH,ENSG00000168421,4,protein_coding
KLHL30,ENSG00000168427,2,protein_coding
COG7,ENSG00000168434,16,protein_coding
CDC40,ENSG00000168438,6,protein_coding
STIP1,ENSG00000168439,11,protein_coding
SCNN1B,ENSG00000168447,16,protein_coding
HR,ENSG00000168453,8,protein_coding
TXNDC2,ENSG00000168454,18,protein_coding
RAB31,ENSG00000168461,18,protein_coding
REEP4,ENSG00000168476,8,protein_coding
TNXB,ENSG00000168477,6,protein_coding
LGI3,ENSG00000168481,8,protein_coding
SFTPC,ENSG00000168484,8,protein_coding
BMP1,ENSG00000168487,8,protein_coding
ATXN2L,ENSG00000168488,16,protein_coding
PHYHIP,ENSG00000168490,8,protein_coding
CCDC110,ENSG00000168491,4,protein_coding
POLR3D,ENSG00000168495,8,protein_coding
FEN1,ENSG00000168496,11,protein_coding
MTCL1,ENSG00000168502,18,protein_coding
GBX2,ENSG00000168505,2,protein_coding
SCGB1D1,ENSG00000168515,11,protein_coding
HEXIM2,ENSG00000168517,17,protein_coding
FNTA,ENSG00000168522,8,protein_coding
SERINC2,ENSG00000168528,1,protein_coding
MYL1,ENSG00000168530,2,protein_coding
TRAPPC11,ENSG00000168538,4,protein_coding
CHRM1,ENSG00000168539,11,protein_coding
COL3A1,ENSG00000168542,2,protein_coding
GFRA2,ENSG00000168546,8,protein_coding
ING2,ENSG00000168556,4,protein_coding
CDKN2AIP,ENSG00000168564,4,protein_coding
SNRNP48,ENSG00000168566,6,protein_coding
TMEM223,ENSG00000168569,11,protein_coding
SLC20A2,ENSG00000168575,8,protein_coding
CRYGA,ENSG00000168582,2,protein_coding
DYNLRB2,ENSG00000168589,16,protein_coding
TMUB2,ENSG00000168591,17,protein_coding
ADAM29,ENSG00000168594,4,protein_coding
STAT3,ENSG00000168610,17,protein_coding
ZSWIM1,ENSG00000168612,20,protein_coding
ADAM9,ENSG00000168615,8,protein_coding
ADAM18,ENSG00000168619,8,protein_coding
GDNF,ENSG00000168621,5,protein_coding
WFDC13,ENSG00000168634,20,protein_coding
AXIN2,ENSG00000168646,17,protein_coding
NDUFS5,ENSG00000168653,1,protein_coding
VWA3B,ENSG00000168658,2,protein_coding
ZNF30,ENSG00000168661,19,protein_coding
UGT3A2,ENSG00000168671,5,protein_coding
LDLRAD4,ENSG00000168675,18,protein_coding
KCTD19,ENSG00000168676,16,protein_coding
SLC16A4,ENSG00000168679,1,protein_coding
IL7R,ENSG00000168685,5,protein_coding
TMEM208,ENSG00000168701,16,protein_coding
LRP1B,ENSG00000168702,2,protein_coding
WFDC12,ENSG00000168703,20,protein_coding
AHCYL1,ENSG00000168710,1,protein_coding
DNAJC21,ENSG00000168724,5,protein_coding
PKIG,ENSG00000168734,20,protein_coding
NPNT,ENSG00000168743,4,protein_coding
CA7,ENSG00000168748,16,protein_coding
FAM178B,ENSG00000168754,2,protein_coding
TSPY2,ENSG00000168757,Y,protein_coding
SEMA4C,ENSG00000168758,2,protein_coding
CNNM3,ENSG00000168763,2,protein_coding
GSTM4,ENSG00000168765,1,protein_coding
TET2,ENSG00000168769,4,protein_coding
CXXC4,ENSG00000168772,4,protein_coding
TCTN2,ENSG00000168778,12,protein_coding
SHOX2,ENSG00000168779,3,protein_coding
PPIP5K1,ENSG00000168781,15,protein_coding
TSPAN5,ENSG00000168785,4,protein_coding
ABHD15,ENSG00000168792,17,protein_coding
ZBTB5,ENSG00000168795,9,protein_coding
CHTF8,ENSG00000168802,16,protein_coding
ADAL,ENSG00000168803,15,protein_coding
LCMT2,ENSG00000168806,15,protein_coding
SNTB2,ENSG00000168807,16,protein_coding
IL12A,ENSG00000168811,3,protein_coding
ZNF507,ENSG00000168813,19,protein_coding
STX18,ENSG00000168818,4,protein_coding
NSG1,ENSG00000168824,4,protein_coding
ZBTB49,ENSG00000168826,4,protein_coding
GFM1,ENSG00000168827,3,protein_coding
OR13J1,ENSG00000168828,9,protein_coding
HTR1E,ENSG00000168830,6,protein_coding
FSTL5,ENSG00000168843,4,protein_coding
DDX19A,ENSG00000168872,16,protein_coding
ATOH8,ENSG00000168874,2,protein_coding
SOX14,ENSG00000168875,3,protein_coding
ANKRD49,ENSG00000168876,11,protein_coding
SFTPB,ENSG00000168878,2,protein_coding
USP39,ENSG00000168883,2,protein_coding
TNIP2,ENSG00000168884,4,protein_coding
C2orf68,ENSG00000168887,2,protein_coding
TMEM150A,ENSG00000168890,2,protein_coding
RNF181,ENSG00000168894,2,protein_coding
VAMP5,ENSG00000168899,2,protein_coding
BTNL3,ENSG00000168903,5,protein_coding
LRRC28,ENSG00000168904,15,protein_coding
MAT2A,ENSG00000168906,2,protein_coding
PLA2G4F,ENSG00000168907,15,protein_coding
ENHO,ENSG00000168913,9,protein_coding
ZNF608,ENSG00000168916,5,protein_coding
SLC35G2,ENSG00000168917,3,protein_coding
INPP5D,ENSG00000168918,2,protein_coding
LETM1,ENSG00000168924,4,protein_coding
CTRB1,ENSG00000168925,16,protein_coding
CTRB2,ENSG00000168928,16,protein_coding
TRIM49,ENSG00000168930,11,protein_coding
TMEM129,ENSG00000168936,4,protein_coding
PPIC,ENSG00000168938,5,protein_coding
SPRY3,ENSG00000168939,X,protein_coding
CEP120,ENSG00000168944,5,protein_coding
STXBP6,ENSG00000168952,14,protein_coding
TM4SF20,ENSG00000168955,2,protein_coding
MFF,ENSG00000168958,2,protein_coding
GRM5,ENSG00000168959,11,protein_coding
LGALS9,ENSG00000168961,17,protein_coding
